Adresse,Prix,Ville,Région,Chambres,Salles de bain,Salles d'eau,Étages,Aire habitable,Taille terrain,Taxes municipales,Taxes scolaires,Électricité,Assurances
"202-285, rue de Vimy",469000.0,St-Bruno-De-Montarville,Montérégie (Rive-Sud Montréal),2,1,1,4,94.76,766.9,2378.0,245.0,950.0,1150.5
", rue du Lac Vert S",450000.0,St-Alphonse-Rodriguez,Lanaudière,4,2,1,2,117.06,4998.18,2778.46,275.0,1740.0,1150.5
route 117 Nord,87000.0,Mont-Blanc (St-Faustin-Lac-Carré),Laurentides,4,2,1,2,117.06,766.9,500.0,275.0,1740.0,1150.5
"80, rue Marleau",499000.0,Cantley,Outaouais,3,2,1,1,92.9,766.9,2778.46,275.0,1740.0,1150.5
"265, chemin des Cormiers",580000.0,Piedmont,Laurentides,3,2,1,2,149.76,766.9,2600.0,249.0,1740.0,1150.5
"403-110, rue de la Tourbe",225000.0,St-Ferréol-les-Neiges,Québec Rive-Nord,2,1,1,1,71.6,20.94,2061.21,105.88,516.0,742.0
"158, 9e Avenue",138000.0,Chapais,Nord-du-Québec,2,1,1,1,460.52,645.58,3027.72,275.0,2016.0,1150.5
"9266-9268, 16e Avenue",690000.0,Villeray / St-Michel / Parc-Extension,Montréal / l'Île,3,1,1,2,117.06,766.9,3237.6,275.0,2200.0,1150.5
"302-1212, boulevard de la Mairie",284900.0,St-Jean-sur-Richelieu (St-Luc),Montérégie (Rive-Sud Montréal),2,1,1,1,77.8,1209.97,1749.08,143.05,826.7,502.49
"16, rue Centrale",499800.0,Pointe-des-Cascades,Montérégie Ouest,4,1,1,2,177.26,1114.84,3332.52,252.17,1880.0,1150.5
"1407, Route 381",299999.0,Ferland-Et-Boilleau,Saguenay-Lac-Saint-Jean,1,1,1,1,102.19,9290.3,1600.0,260.0,1500.0,900.0
", chemin du Lac Ida",2000000.0,St-Damien,Lanaudière,4,2,1,2,117.06,783055.38,2778.46,275.0,1740.0,1150.5
"1078, rue Jean-Dumetz",569000.0,Ste-Foy,Québec Rive-Nord,3,2,1,1,88.26,673.08,3702.0,330.0,2880.0,936.0
"445, chemin du Ruisseau",199000.0,Ste-Catherine-De-Hatley,Estrie,4,2,1,2,117.06,766.9,229.0,275.0,1740.0,1150.5
"301-7415, rue Beaubien Est",279000.0,Anjou,Montréal / l'Île,1,1,1,1,60.39,766.9,1359.0,250.0,900.0,1150.5
"39, chemin Galson",775000.0,Lingwick,Estrie,2,2,1,2,46.45,492536.3,272.0,2600.0,1740.0,1150.5
"365, avenue du Bois-Joli",295000.0,Rimouski (Pointe-Au-Père),Bas-Saint-Laurent,3,2,1,1,117.06,627.1,2223.29,156.67,1740.0,1150.5
"6180-6182-6184, avenue Albanie",769000.0,Brossard,Montérégie (Rive-Sud Montréal),12,4,1,2,117.06,390.14,3423.86,474.96,1740.0,1150.5
"2261, rue de Nice",1399000.0,St-Lazare,Montérégie Ouest,4,2,2,2,117.06,1627.48,5998.92,2000.0,7017.0,4578.48
"239 C, Route 138",569000.0,St-Augustin-De-Desmaures,Québec Rive-Nord,3,2,1,1,98.35,928.51,4160.59,362.5,3175.32,1333.0
"6198, rue Bouffard",268000.0,Ste-Croix,Chaudière-Appalaches,3,1,1,2,187.2,929.03,2778.46,275.0,1740.0,1150.5
"534, rue Principale",250000.0,Batiscan,Mauricie,4,2,1,2,117.06,1364.93,1998.0,243.0,3085.0,1150.5
"54, 44e Avenue",514900.0,Pincourt,Montérégie Ouest,3,2,1,2,88.02,743.22,2778.46,275.0,1740.0,1150.5
"678, rue Saint-Joseph",349900.0,St-Raymond,Portneuf,4,2,1,1,114.46,766.9,2858.0,196.0,2400.0,1150.5
"1712, rue des Étriers",459900.0,Sherbrooke (Rock Forest),Estrie,4,2,1,2,124.86,599.97,2663.0,226.0,1500.0,1150.5
"103-138, rue de Maisonneuve",387100.0,St-Jean-Baptiste,Québec Rive-Nord,2,1,1,1,87.14,21179.11,3386.08,283.53,650.0,503.58
"578, rue des Canots",472000.0,Shawinigan (St-Georges-De-Champlain),Mauricie,2,1,1,1,99.41,766.9,5435.12,275.0,1740.0,1150.5
chemin du Grand-Bernier Sud,169000.0,St-Jean-sur-Richelieu (St-Jean-sur-Richelieu),Montérégie (Rive-Sud Montréal),4,2,1,2,117.06,571.5,2778.46,275.0,1740.0,1150.5
"28, rue de Saint-Raphaël",729999.0,Gatineau (Gatineau),Outaouais,4,4,1,2,189.24,2175.23,3381.0,627.0,1740.0,2000.0
"201-6095, chemin de Chambly",365000.0,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),2,1,1,1,89.19,766.9,1600.0,140.0,1740.0,1150.5
"63, rue des Cèdres",139000.0,Lebel-Sur-Quevillon,Nord-du-Québec,4,3,1,2,117.06,603.87,2800.0,65.0,2340.0,1382.0
"1203-11015, boulevard Cavendish",565000.0,Saint-Laurent,Montréal / l'Île,2,2,1,1,111.48,766.9,2523.76,900.0,1800.0,1200.0
"920-937, avenue Roland-Beaudin",325000.0,Ste-Foy,Québec Rive-Nord,2,1,1,1,117.06,766.9,2778.46,275.0,1740.0,1150.5
"lot 116, BAIE DES ANGLAIS",450000.0,Temiscaming,Abitibi-Témiscamingue,2,1,1,2,147.16,766.9,2600.0,133.0,1740.0,1150.5
"309, rue Hubert",1300000.0,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),3,2,1,2,117.06,597.09,2778.46,275.0,1740.0,1150.5
"430, chemin de la Pointe Sphérique",35500.0,Lac-Bouchette,Saguenay-Lac-Saint-Jean,4,2,1,2,117.06,4770.2,149.0,15.0,1740.0,1150.5
"197, rue Halley",135000.0,St-Ambroise,Saguenay-Lac-Saint-Jean,2,1,1,1,78.04,393.55,2778.46,275.0,1740.0,1150.5
"15, rue du Commandant",895000.0,Blainville,Laurentides,5,2,1,2,117.06,766.9,3300.0,410.0,1740.0,1150.5
"45, rue Forget",650000.0,Ste-Therese,Laurentides,6,2,1,2,178.93,578.51,2974.0,292.45,2400.0,1920.0
"214, chemin de Wexford",125000.0,Shannon,Québec Rive-Nord,4,2,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
"121, rue Dollard",419000.0,Magog,Estrie,4,2,1,2,117.06,766.9,5297.24,790.0,1740.0,4505.0
"234, Rue du Boisé",289900.0,St-Patrice-De-Beaurivage,Chaudière-Appalaches,2,1,1,1,117.06,902.09,2778.46,275.0,1740.0,1150.5
"97, rue Principale Nord",539000.0,Sutton,Estrie,4,2,1,3,154.22,1487.9,2812.16,190.0,1440.0,1150.5
"970, rang Saint-Pierre",179000.0,St-Zephirin-De-Courval,Centre-du-Québec,6,2,1,2,117.06,766.9,1788.8,100.0,1740.0,1150.5
rue des Marguerites,174900.0,St-Ferréol-les-Neiges,Québec Rive-Nord,4,2,1,2,117.06,1243.97,2778.46,275.0,1740.0,1150.5
"502-20, rue des Soeurs-Grises",599500.0,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,1,1,1,1,93.27,766.9,3618.09,488.55,588.78,895.98
"287, boulevard Perron Est",239000.0,Ste-Anne-Des-Monts,Gaspésie-Îles-de-la-Madeleine,5,2,1,2,161.65,6178.05,1489.0,77.0,1300.0,1800.0
"3, rue Métivier",530000.0,Château-Richer,Québec Rive-Nord,3,2,1,3,74.14,4054.7,1612.0,437.0,3211.0,1150.5
"209, chemin Yamaska",625000.0,St-Germain-De-Grantham,Centre-du-Québec,5,2,1,2,206.71,1997.42,2266.0,241.0,3000.0,1150.5
"280, chemin du Gouverneur Duquesne",525000.0,Rivière-à-Pierre,Portneuf,4,2,1,2,117.06,4557.6,2778.46,275.0,1740.0,1150.5
"6534, rue Claudel",458000.0,Brossard,Montérégie (Rive-Sud Montréal),3,1,1,2,106.7,766.9,2118.93,261.53,1542.49,802.2
"325, boulevard Vachon Sud",338000.0,Ste-Marie,Chaudière-Appalaches,4,2,1,1,122.63,900.6,2778.46,275.0,1740.0,1150.5
"116, route du Canton",349000.0,Brownsburg-Chatham,Laurentides,3,1,1,2,116.13,1467.87,2015.0,97.0,1740.0,1680.0
", Route 329",89000.0,St-Donat,Lanaudière,4,2,1,2,117.06,13500.3,2778.46,275.0,1740.0,1150.5
"112, chemin Ozias-Leduc",399000.0,Mont-St-Hilaire,Montérégie (Rive-Sud Montréal),4,2,1,2,117.06,47.57,2778.46,275.0,1740.0,1150.5
"4-16, rue Waterman",949888.0,St-Lambert,Montérégie (Rive-Sud Montréal),3,2,1,3,134.71,766.9,4026.54,459.65,1740.0,1150.5
"1390-1392-1394, rue Gibbon",1085000.0,Chomedey,Laval,2,1,1,2,117.06,645.6,6440.0,604.0,1740.0,1846.0
"7, 20e rue",389900.0,Fossambault-Sur-Le-Lac,Québec Rive-Nord,3,1,1,2,117.06,278.71,2778.46,275.0,1740.0,1150.5
"1045, chemin du Lac-Louisa",2995000.0,Wentworth-Nord,Laurentides,6,5,1,2,464.52,378915.6,6514.82,528.0,1740.0,1150.5
"7430, rue de Liège",995000.0,Brossard,Montérégie (Rive-Sud Montréal),4,3,1,2,155.43,313.6,3824.0,519.0,1567.0,1150.5
"32, chemin Éloi",426300.0,Bury,Estrie,4,2,1,2,199.8,1111.2,1834.88,142.32,2209.92,1150.5
"152-154-155, rue André-Pontbriand",749000.0,Ste-Therese,Laurentides,3,3,1,2,117.06,700.95,5728.8,444.31,1740.0,1150.5
"1704, rue Dollard",359000.0,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),3,1,1,1,122.91,766.9,2500.0,500.0,1200.0,600.0
"1802-2000, rang Morin",189000.0,St-Alexis-Des-Monts,Mauricie,4,2,1,2,117.06,766.9,175.13,80.0,1740.0,1150.5
"5980, rue Agathe",539000.0,Brossard,Montérégie (Rive-Sud Montréal),4,2,1,1,89.6,436.1,2141.07,252.86,1049.0,1150.5
"3567, route 148",719000.0,Pontiac,Outaouais,4,2,2,2,306.95,766.9,2731.24,310.0,1170.0,5492.0
"1318, rue La Salle",455990.0,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),3,1,1,2,120.77,766.9,2786.0,275.0,895.0,347.0
"4336, rue Durocher",275000.0,Terrebonne (Terrebonne),Lanaudière,4,2,1,2,117.06,777.78,2529.0,275.0,1740.0,1150.5
"1190, rue Notre-Dame",679000.0,Champlain,Mauricie,3,2,1,2,117.06,766.9,2764.62,325.0,2000.0,1000.0
"730, chemin Paquette",999900.0,Mont-Tremblant (St-Jovite),Laurentides,4,2,1,1,117.06,766.9,3330.0,293.0,3769.0,3077.0
"822-A, avenue Sainte-Thérèse",367800.0,Beauport,Québec Rive-Nord,4,2,1,3,117.06,766.9,2690.0,227.0,1740.0,1150.5
"5027, rue Adam",325000.0,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,2,1,1,1,73.08,250.8,1027.0,125.0,480.0,797.0
"204-92, rue de Joliette",349000.0,Bromont,Estrie,1,1,1,1,60.94,766.9,1865.88,145.45,421.67,1150.5
"5778, avenue Wentworth",799000.0,Côte-St-Luc / Hampstead / Montréal-Ouest,Montréal / l'Île,4,2,1,1,117.06,412.5,5032.0,477.0,1571.0,1150.5
"4052-4054, rue Gérard-Filteau",240000.0,Shawinigan (Shawinigan),Mauricie,6,2,1,2,117.06,50.59,3328.01,129.71,1740.0,1218.62
"2725-2731, rue Baldwin",949000.0,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,4,2,1,2,117.06,464.52,5072.11,587.67,1740.0,2434.44
2e rang,26000.0,Grosses-Roches,Bas-Saint-Laurent,4,2,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
"1150, rue West Gate",769000.0,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),5,3,1,2,153.29,299.43,3500.0,500.0,1800.0,1600.0
"650, rue Matawin",375000.0,St-Michel-Des-Saints,Lanaudière,3,2,1,2,148.8,1738.8,2593.04,196.61,2365.0,1150.5
"3405, avenue Trenholme",699000.0,Côte-des-Neiges / Notre-Dame-de-Grâce,Montréal / l'Île,2,2,1,2,117.06,148.1,4400.0,513.0,1740.0,1500.0
"686, montée Masson",349000.0,Mascouche,Lanaudière,2,1,1,1,99.22,766.9,2070.53,160.49,1740.0,720.0
"67, route du Parc",569000.0,Notre-Dame-Des-Bois,Estrie,2,2,1,2,197.51,766.9,2018.37,182.03,3192.0,1150.5
"1824, Route 263",850000.0,Ste-Cecile-De-Whitton,Estrie,8,5,1,2,117.06,60702.85,2710.0,187.39,7926.0,1807.0
rue Ruisseau-des-Anglais,40000.0,Escuminac,Gaspésie-Îles-de-la-Madeleine,4,2,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
"357, 11e Rang",389000.0,Bolton-Est,Estrie,4,2,1,2,117.06,766.9,730.6,80.95,1740.0,1150.5
"1101-4293, rue Jean-Talon Ouest",549000.0,Côte-des-Neiges / Notre-Dame-de-Grâce,Montréal / l'Île,2,2,1,1,98.1,766.9,3510.7,448.61,650.0,1150.5
Quartier naturel Baie-Jolie,117500.0,Trois-Rivières (Pointe-Du-Lac),Mauricie,4,2,1,2,117.06,915.09,2778.46,275.0,1740.0,1150.5
"301-6270, boulevard Chevrier",423800.0,Brossard,Montérégie (Rive-Sud Montréal),2,1,1,1,89.1,766.9,2778.46,275.0,1740.0,1150.5
domaine de la Montagne-Cachée,169900.0,Eastman,Estrie,4,2,1,2,117.06,3300.01,479.42,275.0,1740.0,1150.5
"443 boul. Leclerc O, 207-209 rue Rénald",380500.0,Granby,Estrie,16,3,1,2,117.06,631.74,2778.46,275.0,1740.0,1150.5
"37, rue de la Seigneurie",1309000.0,St-Mathieu-De-Beloeil,Montérégie (Rive-Sud Montréal),5,3,1,1,180.23,766.9,4810.29,790.35,2098.53,1150.5
rue Victor-Tremblay,55000.0,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,4,2,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
"3690, rue Jolliet",270000.0,Lac-Mégantic,Estrie,7,2,1,2,117.06,766.9,2275.0,128.0,2860.0,1150.5
"32, Route 132",549000.0,Cascapedia-St-Jules,Gaspésie-Îles-de-la-Madeleine,4,2,1,2,117.06,40784.43,2778.46,275.0,1740.0,1150.5
"440, rue Notre-Dame",1665000.0,La Prairie,Montérégie (Rive-Sud Montréal),2,1,1,2,117.06,1038.93,12661.08,1270.48,1740.0,6889.2
"102-440, rue Sylvio-Mantha",362000.0,Vaudreuil-Dorion,Montérégie Ouest,2,1,1,1,97.46,2329.6,2165.0,181.0,570.0,1150.5
"106-1210, boulevard Lucille-Teasdale",247000.0,Terrebonne (Lachenaie),Lanaudière,1,1,1,1,60.39,63.17,2175.0,126.0,500.0,1150.5
"8440, route Marie-Victorin",697000.0,Contrecoeur,Montérégie (Rive-Sud Montréal),4,2,1,1,109.25,2340.23,3445.72,463.54,2500.0,966.0
Éco-Nature Domaine Inspiré,128000.0,Trois-Rivières (Pointe-Du-Lac),Mauricie,4,2,1,2,117.06,914.72,2778.46,275.0,1740.0,1150.5
Les Berges Milieu Accessible,41300.0,Ste-Clotilde-De-Horton,Centre-du-Québec,4,2,1,2,117.06,1532.9,2778.46,275.0,1740.0,1150.5
Carré de Grandpré,58000.0,ND-Du-Bon-Conseil,Centre-du-Québec,4,2,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
"188, montée Bédard",385000.0,Rivière-Rouge (Ste-Véronique),Laurentides,2,1,1,2,68.38,45290.23,1467.0,64.73,1740.0,1150.5
"725, croissant le Gardeur",599900.0,Duvernay,Laval,4,2,2,2,93.65,523.23,2523.46,334.88,2200.0,1500.0
"1223, chemin du 6e Rang",925000.0,Sherbrooke (Brompton),Estrie,3,1,1,2,118.17,766.9,2845.52,340.0,600.0,1081.28
"704, rue Saint-Olivier",1225000.0,Vieux-Québec,Québec Rive-Nord,10,7,7,2,117.06,286.6,10147.0,617.0,1180.0,1150.5
"150, rue Émile-Labbé",345000.0,Amqui,Bas-Saint-Laurent,4,2,1,1,136.66,948.63,3538.47,223.64,2910.0,1055.12
", rang Sainte-Agathe",450000.0,Ste-Beatrix,Lanaudière,4,2,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
"209-700, rue Alain",275000.0,Ste-Foy,Québec Rive-Nord,2,2,1,1,110.9,766.9,2469.88,249.8,959.58,459.98
Boisé Natura - Par Construction CRD,119900.0,Ste-Catherine-de-la-JC,Québec Rive-Nord,4,2,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
"30, rue du Mont Royal",465000.0,St-Calixte,Lanaudière,2,1,1,1,117.06,766.9,3357.94,261.94,1740.0,1150.5
"8624, route Marie-Victorin",639000.0,Contrecoeur,Montérégie (Rive-Sud Montréal),3,2,1,1,109.9,855.29,2083.33,214.08,1740.0,1150.5
"269, boulevard de l'Ange-Gardien",999000.0,L'Assomption,Lanaudière,4,2,1,2,117.06,224.83,7000.0,386.0,700.0,830.0
"902, Grande Allée Ouest",1099000.0,Sillery,Québec Rive-Nord,7,3,2,2,255.6,766.9,7474.0,694.0,1200.0,2500.0
"5855, rue des Lobelies",579900.0,Shawinigan (Grand-Mère),Mauricie,3,1,1,2,120.77,1812.63,5509.0,63.0,3240.0,900.0
"2702, boulevard Talbot",509000.0,Stoneham,Québec Rive-Nord,3,2,1,1,103.17,3135.48,2450.72,353.18,2400.0,1150.5
"1494, avenue Victoria",699900.0,Longueuil (Greenfield Park),Montérégie (Rive-Sud Montréal),4,2,1,2,117.06,655.9,9023.72,283.33,3804.57,1150.5
rue des Châtaigniers,1400000.0,Boucherville,Montérégie (Rive-Sud Montréal),4,2,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
"724, rue Notre-Dame Est",309999.0,ND-Des-Neiges,Bas-Saint-Laurent,4,1,1,1,222.97,3843.2,4386.0,350.0,2900.0,1150.5
"2242, rue Bécancour",222000.0,Lyster,Centre-du-Québec,6,1,1,2,237.83,766.9,1571.0,275.0,1800.0,1150.5
"286, 1er Rang Ouest",285000.0,St-Fabien,Bas-Saint-Laurent,3,1,1,2,184.51,4059.68,1776.21,119.83,1918.44,1610.04
"303-480, boulevard Galland",389900.0,Dorval / L'Île Dorval,Montréal / l'Île,2,1,1,1,80.83,766.9,1129.0,178.0,500.0,1150.5
"349, 5e Rang",680000.0,St-Bernard-de Michaudville,Montérégie (Rive-Sud Montréal),4,2,1,2,205.97,7337.48,1785.4,243.37,1740.0,1150.5
"5977, rue d'Aragon",569000.0,Le Sud-Ouest,Montréal / l'Île,3,1,1,2,148.64,248.98,2111.22,287.0,1740.0,940.0
"1090, rue Brithany",399000.0,St-Alexis-Des-Monts,Mauricie,3,2,1,2,117.06,5182.97,1150.0,275.0,2180.0,1150.5
"240, boulevard Saint-Benoit Ouest",300000.0,Amqui,Bas-Saint-Laurent,12,2,1,2,117.06,1515.99,4356.0,179.0,7270.0,6338.0
"598, boulevard du Griffon",267000.0,Gaspé,Gaspésie-Îles-de-la-Madeleine,1,2,1,2,117.06,809.7,2400.0,48.23,2855.0,1885.0
rue Beauséjour,125000.0,Ste-Catherine-de-la-JC,Québec Rive-Nord,4,2,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
chemin Saint-Vincent,135000.0,St-Léonard-De-Portneuf,Portneuf,4,2,1,2,117.06,5661.42,403.0,22.0,1740.0,1150.5
"14, rue Bussières",594500.0,Verchères,Montérégie (Rive-Sud Montréal),8,3,1,2,117.06,384.62,4430.0,259.0,1740.0,1441.0
"279, rue France",519900.0,St-Philippe,Montérégie (Rive-Sud Montréal),3,1,1,2,117.06,334.45,2778.46,275.0,1740.0,1150.5
"479, route 132 Est",390000.0,Grosses-Roches,Bas-Saint-Laurent,3,2,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
"234, rue de la Station",199500.0,Armagh,Chaudière-Appalaches,5,2,1,2,117.06,3716.12,1400.0,275.0,200.0,1150.5
"2159, boulevard Shevchenko",709000.0,LaSalle,Montréal / l'Île,3,1,1,2,151.25,766.9,3394.6,442.61,1740.0,1150.5
"70, rue Soucy",169000.0,La Redemption,Bas-Saint-Laurent,6,1,1,2,167.23,766.9,2209.34,62.64,1740.0,1150.5
"298, chemin du Lac Brochet",550000.0,St-David-de-Falardeau,Saguenay-Lac-Saint-Jean,3,2,1,1,114.08,4180.64,2116.43,255.39,3720.0,1423.0
"4472-4474-4476-4478, rue Parthenais",1599999.0,Le Plateau-Mont-Royal,Montréal / l'Île,3,2,1,2,117.06,766.9,10438.42,1276.42,1740.0,2922.45
"960-962, 2e Avenue",349000.0,Ste-Anne-De-La-Perade,Mauricie,3,2,1,2,117.06,1047.3,3864.98,210.0,6400.0,3012.76
"524A-1400, rue Ottawa",725000.0,Griffintown,Montréal / l'Île,2,2,1,1,78.4,78.41,3500.0,370.0,360.0,600.0
"161, 1er Rang",750000.0,St-Ferdinand,Centre-du-Québec,3,1,1,2,117.06,766.9,2778.46,275.0,1000.0,3000.0
", rang d'Ailleboust",93500.0,Ste-Beatrix,Lanaudière,4,2,1,2,117.06,4395.34,501.99,18.12,1740.0,1150.5
"128, chemin du Lac Opémiska",425000.0,Chapais,Nord-du-Québec,3,1,1,1,336.96,11322.56,3391.2,213.5,2232.0,1081.0
"1, rue du Mont-Blanc",20000.0,Ste-Agathe-Des-Monts,Laurentides,4,2,1,2,117.06,2736.2,2778.46,275.0,1740.0,1150.5
"3589, route de l'Aéroport",365000.0,Val-Bélair,Québec Rive-Nord,3,1,1,2,107.4,188.41,2845.0,241.0,1800.0,1150.5
"3910, rue Latour",598000.0,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),4,2,1,1,83.81,766.9,3030.97,282.79,1260.0,1017.0
"120-324, rue du Bosquet",225000.0,Rimouski (Rimouski),Bas-Saint-Laurent,2,1,1,2,150.41,766.9,1781.69,105.76,1140.0,1150.5
"9385, boulevard Henri-Bourassa",299000.0,Charlesbourg,Québec Rive-Nord,4,2,1,2,117.06,598.3,2600.0,275.0,2580.0,1150.5
"4B-6712, boulevard Sainte-Anne",173000.0,L'Ange-Gardien,Québec Rive-Nord,2,1,1,1,92.9,766.9,1800.0,275.0,750.0,1150.5
"1549-1551, rue Édouard",350000.0,Ste-Julienne,Lanaudière,3,2,1,2,117.06,692.1,2119.0,275.0,1900.0,1800.0
"550, rue des Bains",620000.0,St-Honore-De-Chicoutimi,Saguenay-Lac-Saint-Jean,3,2,1,1,117.06,12848.95,4121.29,334.03,3866.52,1150.5
"403-7, boulevard Simard",495000.0,St-Lambert,Montérégie (Rive-Sud Montréal),2,2,1,1,126.91,766.9,3356.79,384.92,1136.0,1150.5
"3-54, rue des Satellites",349900.0,Gatineau (Hull),Outaouais,2,1,1,1,99.96,766.9,2679.6,270.54,840.0,500.0
"431-433-435, boulevard Royal",152000.0,St-Tite,Mauricie,5,3,1,2,117.06,1431.7,2310.16,163.21,1740.0,1150.5
"1531, chemin David",980000.0,Prévost,Laurentides,5,3,2,2,260.13,4738.06,3600.0,275.0,1740.0,1150.5
"4702, rue La Perrière",444000.0,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),3,1,1,1,123.19,591.73,2657.72,239.51,788.61,432.0
"1125, chemin Tiffin",689000.0,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),4,2,1,2,137.03,509.02,3376.08,319.99,1000.0,1107.44
"81, rue de la Providence",524900.0,Ste-Mélanie,Lanaudière,4,3,1,2,158.21,2159.35,2851.0,351.0,2300.0,85.57
"131, chemin de la Pointe-aux-Trembles",329000.0,Chambord,Saguenay-Lac-Saint-Jean,2,1,1,1,59.8,451.8,1380.0,275.0,1740.0,1150.5
"1253, route 112",60000.0,Austin,Estrie,1,1,1,1,117.06,766.9,2778.46,275.0,1740.0,1150.5
"91, rue de Ia Gare",325000.0,Chambord,Saguenay-Lac-Saint-Jean,4,2,1,2,333.52,766.9,2500.0,275.0,1740.0,1150.5
"301-100, boulevard Bélanger",449000.0,Beaupré,Québec Rive-Nord,3,1,1,1,109.16,249.05,2793.4,255.0,1462.68,1164.0
rue de la Tourbière,293900.0,St-Raymond,Portneuf,2,1,1,1,117.06,766.9,2778.46,275.0,1740.0,1150.5
"2816, rue des Patineurs",289000.0,St-Étienne-De-Lauzon,Québec Rive-Sud (Lévis),5,1,1,2,130.44,766.9,2778.46,275.0,1740.0,1150.5
"51, avenue Georges",750000.0,Candiac,Montérégie (Rive-Sud Montréal),4,2,1,1,117.06,766.9,2400.0,300.0,700.0,1750.0
"675, place de l'Eau-Vive",998000.0,Ste-Dorothée,Laval,3,2,1,3,195.84,913.24,5429.49,636.72,3840.0,2200.0
"11-13-15, chemin de l'Ange",64000.0,Ste-Lucie-De-Beauregard,Chaudière-Appalaches,4,2,1,2,117.06,37170.2,673.06,275.0,1740.0,1150.5
"308-308A, 4e avenue",198000.0,St-Paul-De-Montminy,Chaudière-Appalaches,4,2,1,2,196.4,766.9,3612.3,74.24,1089.98,779.29
"2624, rue Dollard",518000.0,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),3,1,1,1,89.47,539.95,2393.0,235.0,1740.0,1150.5
"1452, 16e Rue",245000.0,St-Côme-Linière,Chaudière-Appalaches,3,1,1,2,125.6,501.96,2778.46,275.0,1740.0,1150.5
"976, rue Guillaume Boisset",388000.0,Cap-Rouge,Québec Rive-Nord,4,2,1,1,96.62,766.9,4000.0,275.0,2000.0,900.0
"222-235, cercle des Cantons",899000.0,Bromont,Estrie,3,2,1,1,116.69,766.9,3999.67,275.0,1740.0,678.0
"631, rue Anne-Hébert",610000.0,Terrebonne (Terrebonne),Lanaudière,2,1,1,3,157.1,236.29,4238.0,323.0,1545.0,620.0
"12, rue du Manoir",734000.0,Pointe-des-Cascades,Montérégie Ouest,5,2,1,2,192.12,494.52,4474.23,369.77,1320.0,1150.5
"3, rue Albert",959000.0,Beaulac Garthby,Chaudière-Appalaches,4,2,1,2,434.04,5056.62,4772.38,549.77,3984.0,1150.5
"2081, rang Saint-Joseph Nord",49500.0,Girardville,Saguenay-Lac-Saint-Jean,4,2,1,2,117.06,766.9,215.06,275.0,1740.0,1150.5
"1655, rue Fabre",299999.0,L'Ancienne-Lorette,Québec Rive-Nord,3,2,1,1,94.39,832.97,2778.46,275.0,1740.0,1150.5
"1214, chemin de Lausanne",359000.0,Rimouski (Rimouski),Bas-Saint-Laurent,5,2,1,1,115.94,3150.6,3700.0,275.0,3200.0,2055.0
"589, route d'Irlande",219000.0,Percé,Gaspésie-Îles-de-la-Madeleine,3,1,1,2,204.39,766.9,1500.0,140.0,500.0,1700.0
"680, rue Hallé",425000.0,Lévis,Québec Rive-Sud (Lévis),3,2,1,1,88.5,483.1,2778.46,275.0,1740.0,1150.5
"5804, rue Eadie",1679000.0,Le Sud-Ouest,Montréal / l'Île,7,3,1,2,117.06,214.2,6979.59,755.0,2391.58,3228.58
"3454, rue des Castors",1145000.0,Fabreville,Laval,6,3,1,2,117.06,427.35,4810.0,587.0,1740.0,1150.5
"511, rue Legault",424900.0,Ste-Adèle,Laurentides,2,1,1,1,103.96,837.71,2000.0,176.0,2144.0,2484.0
"12, rue Dufort",734900.0,St-Roch-De-L'Achigan,Lanaudière,7,3,1,2,260.13,510.97,3800.0,250.0,3600.0,1300.0
"12724, rue Jean-Paul-Maisonneuve",330000.0,Mirabel (St-Augustin),Laurentides,2,1,1,1,99.87,747.87,1194.61,172.0,649.32,444.0
", rue Guertin",299000.0,St-Roch-De-Richelieu,Montérégie (Rive-Sud Montréal),4,2,1,2,117.06,766.9,391.42,25.96,1740.0,1150.5
", chemin du Bôme",80000.0,St-Félicien,Saguenay-Lac-Saint-Jean,4,2,1,2,117.06,9327.47,2778.46,275.0,1740.0,1150.5
