Adresse,Prix,Ville,Région,Chambres,Salles de bain,Salles d'eau,Étages,Aire habitable,Taille terrain,Taxes municipales,Taxes scolaires,Électricité,Assurances
"3281, rue de la Vallée",359 000 $,Jonquière (Jonquière),Saguenay-Lac-Saint-Jean,3,1,1,2,,,"2 791,00 $","226,84 $","1 100,00 $","1 000,00 $"
"303-1130, rue Charles-Rodrigue",186 000 $,Lévis,Québec Rive-Sud (Lévis),1,1,1,1,969 pi²,,"1 724,78 $","119,49 $","561,12 $","365,28 $"
"915, rue des Hérons",578 000 $,St-Eustache,Laurentides,2,1,1,3,2 178 pi²,,"3 748,79 $","367,81 $",,
"300, rue Merry Sud",579 000 $,Magog,Estrie,3,1,1,2,1 717 pi²,,"3 131,10 $","277,50 $","1 218,36 $","500,00 $"
"429, rue de la Sapinière",56 000 $,St-Benjamin,Chaudière-Appalaches,,,,,,,,,,
"956, rue des Érables",699 000 $,Mascouche,Lanaudière,3,,,2,,,"3 248,55 $","299,68 $","3 067,55 $","1 651,44 $"
"2264, rue Préfontaine",385 000 $,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),3,1,,1,1 272 pi²,,"2 402,28 $","239,55 $","1 500,00 $",
"833, rue Graham-Bell",349 000 $,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,4,1,1,1,1 120 pi²,,"3 244,37 $","204,03 $","1 820,00 $","2 844,00 $"
"216-3415, rue Albert-Chrétien",189 900 $,Beauport,Québec Rive-Nord,2,1,,1,882 pi²,,"1 808,01 $","132,44 $","768,00 $","600,00 $"
,140 000 $Prix de vente fourni par le vendeur à DuProprio.,St-Félicien,Saguenay-Lac-Saint-Jean,3,1,,2,1 099.00 pi²,,,,,
"9, rue Inverness",624 000 $,Lac-Brome,Estrie,2,1,,1,1 200 pi²,,"2 613,00 $","275,00 $","1 260,00 $","564,00 $"
rue D'Abelcourt,399 900 $,Lévis,Québec Rive-Sud (Lévis),3,1,1,2,1 680 pi²,,,,,
"404-1, rue de Castelnau Ouest",399 000 $,Villeray / St-Michel / Parc-Extension,Montréal / l'Île,1,1,1,4,571.53 pi²,,"2 261,00 $","265,00 $",,
"101-385, rue Saint-Martin",525 000 $,Griffintown,Montréal / l'Île,1,1,1,1,585 pi²,,"3 019,81 $","353,48 $","600,00 $",
"2262, rue Préfontaine",365 000 $,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),3,1,,1,1 304 pi²,,"2 265,59 $","224,54 $","1 880,00 $",
"216, rue Notre-Dame Est",249 500 $,Trois-Rivières (Cap-De-La-Madeleine),Mauricie,1,1,1,2,1 104 pi²,,"2 102,38 $","110,00 $",,
"1672, rue Gauthier",460 000 $,St-Bruno-De-Montarville,Montérégie (Rive-Sud Montréal),3,,,1,1 189 pi²,,"1 435,38 $","131,95 $","1 200,00 $",
"25, rue Harmony",899 000 $,Kirkland,Montréal / l'Île,4,,1,2,"1,434 pi²",,"4 631,51 $","642,37 $","2 419,17 $",
"1152, chemin du Massif",1 354 361 $,Piedmont,Laurentides,3,,,1,1 989 pi²,,,,,
rue Robert-Laplante,269 900 $,Ste-Catherine-de-la-JC,Québec Rive-Nord,2,1,,1,,,,,,
"155, rue de l'Aligoté",419 900 $,Drummondville (Drummondville),Centre-du-Québec,2,1,,1,1 108 pi²,,,,,
,705 000 $Prix de vente fourni par le vendeur à DuProprio.,Inverness,Centre-du-Québec,3,,,2,1 810 pi²,,,,,
Unité 2020 - 60 rue de l'Éclipse,678 353 $,Brossard,Montérégie (Rive-Sud Montréal),2,,,1,900 pi²,,,,,
Unité 2512-60 rue de l'Éclipse,942 795 $,Brossard,Montérégie (Rive-Sud Montréal),3,,,1,1 205 pi²,,,,,
"212-5780, rue Sherbrooke Est",425 000 $,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,2,,,1,873 pi²,,"2 620,00 $",,,"270,00 $"
"172, rue de la Mission",799 000 $,St-Nicolas,Québec Rive-Sud (Lévis),4,,1,2,2 016 pi²,,"3 968,00 $","390,00 $","3 300,00 $","1 000,00 $"
"941, rue Principale",649 000 $,Lachute,Laurentides,3,,1,2,1 391 pi²,,"2 867,00 $","235,00 $",,
324 rue John-Ryan,969 900 $,St-Colomban,Laurentides,4,,1,2,,,,,,
,410 000 $Prix de vente fourni par le vendeur à DuProprio.,St-Ambroise-De-Kildare,Lanaudière,4,,,1,1 028.28 pi²,,,,,
"705-713, rue Laurier",392 000 $,Trois-Rivières (Trois-Rivières),Mauricie,3,,,,,,"2 726,57 $","132,91 $","2 304,00 $","1 806,84 $"
"302-5780, rue Sherbrooke E",445 000 $,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,1,1,,1,676 pi²,,"2 660,80 $","223,24 $",,
"481, rue des Chênes Est",690 000 $,Limoilou,Québec Rive-Nord,23,,,,,,"8 652,00 $","592,00 $","1 552,00 $","2 486,00 $"
"2772, chemin de Stratford",989 000 $,Stratford,Estrie,2,,1,1,"1,658 pi²",,"3 750,00 $","468,00 $","1 478,00 $",
"3-9861, boulevard LaSalle",550 000 $,LaSalle,Montréal / l'Île,2,1,1,1,1 017 pi²,,"2 331,50 $","289,79 $",,"413,04 $"
"3, rue des Pionniers Est",726 000 $,St-Jean-Port-Joli,Chaudière-Appalaches,4,,1,3,2 884 pi²,,,,,
"328, route Marie-Victorin",850 000 $,St-Nicolas,Québec Rive-Sud (Lévis),5,,1,2,2 554 pi²,,"4 471,79 $","425,83 $","700,00 $","1 200,00 $"
"175, rue des Saphirs",689 000 $,Boischatel,Québec Rive-Nord,4,,,1,1 600 pi²,,"4 950,00 $","450,00 $","2 500,00 $",
,338 000 $Prix de vente fourni par le vendeur à DuProprio.,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,2,1,,1,1 130 pi²,,,,,
"102-1291, rue Rodrigue",318 400 $,Terrebonne (La Plaine),Lanaudière,2,1,,1,949 pi²,,"2 334,00 $","161,00 $","1 100,00 $","348,00 $"
"1905-5505, boulevard du Quartier",619 900 $,Brossard,Montérégie (Rive-Sud Montréal),2,,,1,924.62 pi²,,"2 294,00 $","389,00 $","720,00 $","300,00 $"
"15, avenue de Sarrebourg",759 000 $,Lorraine,Laurentides,4,,,2,1 957.96 pi²,,"3 903,51 $","368,74 $",,
"2000, Chemin beaulieu",49 000 $,St-Damien,Lanaudière,,,,,,,,,,
"20, rue du Belvédère",879 000 $,Blainville,Laurentides,4,,,1,1 848 pi²,,"3 421,00 $","414,00 $","3 300,00 $",
"2-8045, rue de Londres",419 000 $,Brossard,Montérégie (Rive-Sud Montréal),2,1,,1,1 050.56 pi²,,"1 711,00 $","213,00 $","864,00 $",
7658 rue Bouvier,999 900 $,LaSalle,Montréal / l'Île,3,1,1,2,2 207 pi²,,,,,
"68, avenue des Pionniers",695 000 $,Ste-Julie,Montérégie (Rive-Sud Montréal),3,1,1,2,1 896 pi²,,,,,
"63, montée des Quarante-Deux",260 839 $,Ste-Julie,Montérégie (Rive-Sud Montréal),,,,,,,,,,
"464, rue des Mésanges",345 000 $,St-Lambert-De-Lauzon,Chaudière-Appalaches,3,,,2,2 600 pi²,,"2 300,00 $","243,00 $",,"900,00 $"
"271, avenue des Artisans",449 500 $,Gatineau (Aylmer),Outaouais,3,1,1,2,1 153.5 pi²,,"2 593,72 $","184,46 $","1 718,00 $","1 662,00 $"
"301-52, rue Lemieux",395 000 $,Granby,Estrie,2,,1,1,1 092.54 pi²,,"2 776,00 $","261,00 $","726,00 $","504,00 $"
"104-32, rue de Boigne",655 000 $,Blainville,Laurentides,2,,,1,1 475 pi²,,"3 502,24 $","398,15 $","500,00 $",
,330 000 $Prix de vente fourni par le vendeur à DuProprio.,Rivière des Prairies,Montréal / l'Île,2,1,,1,933 pi²,,,,,
"47, rue Victor",799 000 $,St-Hippolyte,Laurentides,3,,1,2,2 266 pi²,,,,,
"74, rang de l'Île-Saint-Jean",998 000 $,St-François-Du-Lac,Centre-du-Québec,7,,,2,1 593.06 pi²,,"4 800,00 $","405,00 $","2 000,00 $",
1405 rue Saint-Jacques,"385 999,99 $",L'Ancienne-Lorette,Québec Rive-Nord,2,1,1,1,1 013 pi²,,,,,
"6, chemin de la Beauce",339 900 $,Ste-Martine,Montérégie (Rive-Sud Montréal),2,1,,1,990 pi²,,,,,
,425 000 $Prix de vente fourni par le vendeur à DuProprio.,Ste-Julienne,Lanaudière,2,1,1,2,2 160 pi²,,,,,
"383, chemin Tiffin",1 075 000 $,St-Lambert,Montérégie (Rive-Sud Montréal),11,,,,,,"4 617,96 $","482,93 $",,
"5614, rue du Condor",249 000 $,Brossard,Montérégie (Rive-Sud Montréal),1,1,,2,566.18 pi²,,"1 297,37 $","118,41 $",,
"2087, rue du Rivage",75 000 $,Mashteuiatsh,Saguenay-Lac-Saint-Jean,3,1,,1,15x64 pi,,,,,
boulevard Saint-Jean,549 000 $,Dollard-Des-Ormeaux,Montréal / l'Île,2,1,1,1,1 115 pi²,,,,,
"504-7200, avenue M.-B.-Jodoin",349 000 $,Anjou,Montréal / l'Île,1,1,,1,,,"1 347,84 $","139,87 $",,
"1262-101, rue Peel",795 000 $,Griffintown,Montréal / l'Île,2,,,1,918 pi²,,"4 704,36 $","595,00 $","618,00 $","365,18 $"
route des Trois-Saults,199 900 $,Boischatel,Québec Rive-Nord,,,,,,,,,,
"1107, rue des Algonquins",334 900 $,Beauport,Québec Rive-Nord,3,1,1,1,,,,,,
"11400, 26e Avenue",460 000 $,St-Georges,Chaudière-Appalaches,3,1,1,2,1 625 pi²,,"3 823,00 $","700,00 $","3 500,00 $","2 273,00 $"
"370, rue du Tonnelier",589 500 $,St-Jérôme (Lafontaine),Laurentides,3,1,1,3,2 049 pi²,,"2 622,94 $","324,11 $",,
"2089, rue Bossuet",839 000 $,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,5,,,,,,"4 680,00 $",,,
"228-1100, rue de Port-Royal Est",450 000 $,Ahuntsic / Cartierville,Montréal / l'Île,2,1,,2,744 pi²,,"2 298,35 $","303,62 $",,
"202-7020, chemin de Chambly",349 000 $,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),3,1,,1,"1,100 pi²",,"1 832,21 $","173,52 $","600,00 $",
"1305, rue Edouard Fabre",689 900 $,Chambly,Montérégie (Rive-Sud Montréal),3,1,,2,1 339 pi²,,"3 073,42 $","386,74 $","2 280,00 $","1 571,00 $"
"5, rue des Forges",659 000 $,Drummondville (Drummondville),Centre-du-Québec,4,,1,2,2 080 pi²,,"3 756,00 $","389,00 $","3 900,00 $","980,00 $"
"2-190, rue du Prado",344 900 $,Gatineau (Aylmer),Outaouais,2,1,,1,1 066 pi²,,"2 746,07 $","200,00 $",,
,372 500 $Prix de vente fourni par le vendeur à DuProprio.,L'Assomption,Lanaudière,3,1,,1,924 pi²,,,,,
"201-10, rue Lévesque",299 500 $,St-Constant,Montérégie (Rive-Sud Montréal),2,1,,1,850 pi²,,"1 970,00 $","250,00 $",,
"64, rue Sainte-Ursule",989 000 $,Vieux-Québec,Québec Rive-Nord,4,,,,,,"6 904,00 $","486,00 $",,"1 234,00 $"
"39, rue Lecours",674 900 $,St-Christophe-D'Arthabaska,Centre-du-Québec,4,,1,2,1 686 pi²,,"3 397,59 $","291,32 $",,
"138, rue Lafrance Ouest",689 000 $,St-Basile-Le-Grand,Montérégie (Rive-Sud Montréal),,,,,,,,"315,46 $",,
"94, chemin des Martins-Pêcheur",769 000 $,Val-Des-Monts,Outaouais,3,,1,2,"1,814 pi²",,,,,
"E-216, rue Saint-André",349 900 $,St-Rémi,Montérégie (Rive-Sud Montréal),2,1,,1,964.45 pi²,,"1 997,02 $","151,11 $",,
"410-775, avenue Ernest-Gagnon",260 000 $,Saint-Sacrement,Québec Rive-Nord,1,1,,1,714.72 pi²,,"2 525,00 $","200,00 $","701,00 $","449,00 $"
"2075, rue Auguste",354 500 $,Drummondville (Drummondville),Centre-du-Québec,3,,,1,1 016 pi²,,"1 894,79 $","140,00 $","1 795,00 $","1 000,00 $"
,350 000 $Prix de vente fourni par le vendeur à DuProprio.,St-Nicolas,Québec Rive-Sud (Lévis),6,,,1,988 pi²,,,,,
"402-481, rue de Cannes",475 000 $,Gatineau (Gatineau),Outaouais,2,,,1,1 368 pi²,,"3 290,00 $","245,79 $","900,00 $","400,00 $"
"202-343, rue Lucien-Milette",419 900 $,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),2,1,,1,1 200 pi²,,"1 782,00 $","170,00 $","1 320,00 $",
"4571, rue Louis-Dupuis",439 000 $,ND-Du-Mont-Carmel,Mauricie,2,,,1,1 282 pi²,,"3 043,79 $","224,24 $","1 200,00 $","1 167,00 $"
"364, rue Christine-Tourigny",748 500 $,Charlesbourg,Québec Rive-Nord,4,,1,2,2 345 pi²,,"4 653,00 $","429,42 $","2 623,56 $",
,565 000 $Prix de vente fourni par le vendeur à DuProprio.,Trois-Rivières (Trois-Rivières),Mauricie,12,,,,,,,,,
"2060, rue Nicole",419 000 $,Mascouche,Lanaudière,3,1,1,2,,,,,,
"2980, terrasse J.-S.-Aimé-Ashby",649 900 $,Lachine,Montréal / l'Île,3,1,1,2,,,"3 495,66 $","443,98 $",,
"304-11945, rue d'Amboise",639 000 $,Mirabel (Domaine-Vert Nord),Laurentides,2,,,1,1 502 pi²,,"2 059,00 $","328,00 $","1 044,00 $",
"517, rue Kodiak",749 999 $,Longueuil (Greenfield Park),Montérégie (Rive-Sud Montréal),5,,1,2,"1,595 pi²",,"3 853,53 $","354,28 $",,
"144, route de la Station",324 900 $,Laurierville,Centre-du-Québec,3,,,1,1 700 pi²,,"1 286,77 $","114,24 $","1 750,00 $","2 100,00 $"
"1-711, boulevard Curé-Labelle",569 000 $,Blainville,Laurentides,3,,1,2,1 403 pi²,,"2 790,00 $","330,00 $","1 500,00 $",
"289, rue de l'Abbe-Murray",369 999 $,Gatineau (Gatineau),Outaouais,4,,,1,936.46 pi²,,"2 655,00 $","182,00 $",,
"971, chemin Boscobel",439 000 $,Bethanie,Montérégie (Rive-Sud Montréal),3,,,2,52x24 pi,,"2 103,00 $","100,00 $","2 000,00 $","1 000,00 $"
"16, rue des Bois-Francs",489 900 $,Brownsburg-Chatham,Laurentides,3,,,1,953 pi²,,"252,00 $",,"1 800,00 $","1 090,00 $"
"652, boulevard de Terrebonne",469 000 $,Terrebonne (Terrebonne),Lanaudière,3,1,1,1,1 020 pi²,,"2 758,00 $","245,00 $","1 140,00 $",
"5, rue de la Gare",180 000 $,St-Honore-De-Temiscouata,Bas-Saint-Laurent,3,1,1,1,2 523 pi²,,"1 728,98 $","106,48 $",,
"752, 3e Rang",625 000 $,Ste-Clotilde-De-Chateauguay,Montérégie (Rive-Sud Montréal),4,,,1,"2,100 pi²",,"2 279,38 $","332,22 $",,
Unité 604 - 175 avenue des Chênes,722 200 $,Candiac,Montérégie (Rive-Sud Montréal),3,,,1,1 470 pi²,,,,,
,436 000 $Prix de vente fourni par le vendeur à DuProprio.,Rawdon,Lanaudière,4,,,1,"1,584 pi²",,,,,
"965, Rue de l'Harricana",328 400 $,Sherbrooke (Rock Forest),Estrie,1,1,,1,884 pi²,,,,,
"1566, rue Kesteman",393 000 $,Sherbrooke (St-Élie-d'Orford),Estrie,3,1,1,2,1 340 pi²,,,,,
Avenue du Rang-Saint-Ignace,550 000 $,Beauport,Québec Rive-Nord,,,,,,,"4 122,14 $","430,74 $",,
"46, rue de Pied-du-Lac",145 000 $,Rivière-Bleue,Bas-Saint-Laurent,8,,,2,3 170 pi²,,"1 126,67 $","61,24 $","203,00 $",
"105, rue de Bruges",865 300 $,Waterloo,Estrie,4,,1,1,1 264 pi²,,,,,
"1110, rue Berger",344 600 $,Sherbrooke (Rock Forest),Estrie,2,1,,1,884 pi²,,,,,
"385-395, rue Gamache",Prix sur demande,Victoriaville,Centre-du-Québec,4,,,,,,,,,
"3891, rue Jean-Guy-Samson",600 000 $,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),3,1,1,1,1 204 pi²,,"3 435,70 $","343,96 $","3 300,00 $","1 200,00 $"
"2593, rue des Cassis",299 000 $,Duberger,Québec Rive-Nord,2,1,1,2,1 024 pi²,,"2 758,00 $","218,00 $","1 300,00 $","316,00 $"
,440 000 $Prix de vente fourni par le vendeur à DuProprio.,Beloeil,Montérégie (Rive-Sud Montréal),3,,,1,960 pi²,,,,,
"9-412, rue Rémi",499 000 $,St-Amable,Montérégie (Rive-Sud Montréal),3,,1,2,1 309 pi²,,,,"1 500,00 $","624,00 $"
"6512-6514, rue Clark",1 795 000 $,Rosemont / La Petite Patrie,Montréal / l'Île,2,,,,,,"5 254,59 $","672,99 $",,
"164, rue Jean-Proulx",5 900 000 $,Gatineau (Hull),Outaouais,,,,,,,"42 273,00 $","1 358,00 $",,"4 900,00 $"
", chemin du Rang 3",75 000 $,Ste-Lucie-Des-Laurentides,Laurentides,,,,,,,,,,
"1958, chemin du Lac-Quenouille",649 900 $,Val-Des-Lacs,Laurentides,2,1,,2,1 330 pi²,,"2 800,00 $","179,00 $","2 800,00 $",
"1248, rue Charles-Rodrigue",210 000 $,Lévis,Québec Rive-Sud (Lévis),2,1,1,1,520.97 pi²,,"1 840,63 $","134,89 $","940,00 $","375,00 $"
"1026, avenue des Érables",299 000 $,Montcalm,Québec Rive-Nord,1,1,,1,"1,020 pi²",,"2 822,79 $","219,00 $","980,00 $","1 690,00 $"
"556, rue Commerciale",521 448 $,La Tuque,Mauricie,,,,,,,"15 053,00 $",,,"8 006,00 $"
"2-3, rue Bissonnette",265 000 $,Les Côteaux,Montérégie Ouest,2,1,,1,1 078.54 pi²,,"1 654,00 $","132,00 $","1 270,00 $","360,00 $"
"101-245, chemin Bates",565 000 $,Mont-Royal,Montréal / l'Île,2,,,1,"1,050 pi²",,"3 456,00 $","400,00 $","900,00 $","780,00 $"
rue d'Abelcourt,344 900 $,Lévis,Québec Rive-Sud (Lévis),3,1,1,2,1 280 pi²,,,,,
"32, rue Rainbow",629 000 $,Gore,Laurentides,3,1,,2,"2,300 pi²",,"3 556,04 $","298,36 $","1 649,77 $",
"530-540, impasse du Rocher",638 000 $,St-Jérôme (St-Jérôme),Laurentides,2,1,,,,,"8 881,34 $","681,13 $",,"3 998,16 $"
"162, rue Hamilton",375 000 $,Chateauguay,Montérégie (Rive-Sud Montréal),2,,1,1,933.77 pi²,,"3 087,00 $","234,00 $","1 726,00 $","1 415,00 $"
"125, rue de la Serpentine",949 900 $,St-Étienne-De-Bolton,Estrie,4,,,2,2 239 pi²,,"1 334,73 $","300,48 $","2 138,91 $",
"4320-46, chemin Saint-Éloi",699 000 $,Jonquière (Jonquière),Saguenay-Lac-Saint-Jean,3,,1,2,1 883 pi²,,"4 844,00 $","357,00 $","4 272,00 $",
"271, rue de Monaco",449 000 $,St-Eustache,Laurentides,3,1,1,2,1 101 pi²,,"2 235,00 $","185,00 $","2 100,00 $",
"2344, avenue Guy",300 000 $,Plessisville,Centre-du-Québec,4,,1,1,1 341.72 pi²,,"2 612,00 $","126,72 $",,
"392, rue du Petit-Village",606 330 $,Gatineau (Masson-Angers),Outaouais,3,1,1,2,1 690 pi²,,,,,
"1400, rue de l'Everest",869 000 $,Saint-Laurent,Montréal / l'Île,3,1,1,3,1 500 pi²,,"3 605,00 $","449,00 $","1 600,00 $","950,00 $"
Modèle à construire - Nom de rue à venir,278 570 $,Drummondville (Drummondville),Centre-du-Québec,2,1,,1,884 pi²,,,,,
"14A-14B, rue Lloyd",595 000 $,Gatineau (Aylmer),Outaouais,3,1,,,,,"1 730,00 $","481,00 $","6 000,00 $",
"203, rue des Commandeurs",349 500 $,Rimouski (Rimouski),Bas-Saint-Laurent,3,,,1,998 pi²,,"2 956,37 $","212,00 $","1 944,00 $",
", route 214 Est",180 000 $,Hampden,Estrie,,,,,,,,,,
"567A, rue des Eaux-Fraîches",289 500 $,Lac-St-Charles,Québec Rive-Nord,2,1,1,1,1 016 pi²,,"2 450,00 $","185,00 $",,"1 200,00 $"
rue des Saphirs,429 770 $,Ste-Sophie,Laurentides,2,1,,1,1 018 pi²,,,,,
rue Pointe-des-Rapides,749 900 $,Chateauguay,Montérégie (Rive-Sud Montréal),4,1,1,2,1 525 pi²,,,,,
"1476, Chemin Harlaka",795 000 $,Lévis,Québec Rive-Sud (Lévis),3,1,,2,,,"2 209,12 $","226,57 $",,
", rue du Randonneur",269 999 $,Ste-Marguerite-Du-Lac-Masson,Laurentides,,,,,,,"859,00 $","71,00 $",,
"144, Rue Métivier",528 900 $,Victoriaville,Centre-du-Québec,3,,1,1,1 141 pi²,,,,,
,,Hébertville,Saguenay-Lac-Saint-Jean,1,1,,1,513 pi²,,,,,
rue des Étangs,369 900 $,Lanoraie,Lanaudière,3,1,,2,1 565 pi²,,,,,
chemin du Lac-Howard,399 000 $,Mont-Laurier,Laurentides,2,1,,2,"1,232 pi²",,"1 664,41 $","133,72 $",,
", chemin Edina",150 000 $,Brownsburg-Chatham,Laurentides,,,,,,,"300,00 $",,,
"102-77, rue Pierre-Laporte",279 000 $,St-Eustache,Laurentides,2,1,,1,787 pi²,,"1 714,67 $","113,58 $","703,68 $","325,91 $"
"D-62, rue Desjardins",286 000 $,Magog,Estrie,2,,,1,918.16 pi²,,"1 927,00 $","139,00 $","600,00 $",
"33, rue Lamarche",435 000 $,Ste-Anne-De-Bellevue,Montréal / l'Île,3,1,,2,1 954 pi²,,"2 495,00 $","178,00 $","2 200,00 $","936,00 $"
"306, rue Oliva-Delage",318 000 $,Mont-St-Hilaire,Montérégie (Rive-Sud Montréal),2,1,,1,1 006 pi²,,"2 106,00 $","168,00 $","600,00 $","1 100,00 $"
"18, rue de la Berge",485 500 $,St-Philippe,Montérégie (Rive-Sud Montréal),2,1,1,1,20x30 pi,,"2 780,00 $","219,38 $","1 366,00 $","1 163,00 $"
"1517, rue des Roseaux",334 500 $,Chicoutimi (Chicoutimi-Nord),Saguenay-Lac-Saint-Jean,3,1,,1,1 456 pi²,,"3 595,00 $","228,00 $",,
"81, chemin Péninsula",1 299 000 $,St-Adolphe-D'Howard,Laurentides,3,,,2,1 123.96 pi²,,"5 992,36 $","303,21 $","1 733,52 $","2 608,93 $"
"266, chemin des Mas",329 000 $,Boischatel,Québec Rive-Nord,2,1,,1,1 200 pi²,,"2 188,00 $","191,00 $","1 272,00 $","517,00 $"
"8001-8003, place Montrichard",909 000 $,Anjou,Montréal / l'Île,4,,,,,,"4 766,00 $","535,00 $",,
"46, rue des Camélias",749 000 $,Blainville,Laurentides,4,1,1,2,2 334.69 pi²,,"3 320,77 $","402,21 $",,
"2227, rue Maurice",369 500 $,Rawdon,Lanaudière,2,1,,1,1 222 pi²,,"2 800,00 $","200,00 $","2 000,00 $",
"85, rue Grande-Allée Ouest",319 000 $,Grande-Riviere,Gaspésie-Îles-de-la-Madeleine,4,,,2,1 632 pi²,,"2 540,00 $","128,54 $","2 400,00 $","2 800,00 $"
"301-2823, rue Jacques-Hertel",479 000 $,Le Sud-Ouest,Montréal / l'Île,2,1,1,2,827 pi²,,"2 275,75 $","275,55 $","612,00 $","913,56 $"
"1834, chemin du Fleuve",459 000 $,St-Romuald,Québec Rive-Sud (Lévis),3,,,2,1 206 pi²,,"2 714,60 $","261,80 $","2 426,64 $","967,92 $"
"7485, avenue de Chateaubriand",1 150 000 $,Villeray / St-Michel / Parc-Extension,Montréal / l'Île,3,1,,,,,"8 400,92 $","1 077,31 $",,
"246, rue Isabelle",474 700 $,Lefebvre,Centre-du-Québec,3,,,1,"1,500 pi²",,"2 610,00 $","245,00 $","3 080,00 $",
"12-4499, rue Saint-Félix",685 000 $,Cap-Rouge,Québec Rive-Nord,4,1,1,2,1 625 pi²,,"4 679,42 $",,,
"2810-1030, rue de Bleury",820 000 $,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,2,1,,1,814 pi²,,"4 600,00 $","1 250,00 $",,"570,00 $"
"356, rue Oliva-Delage",299 000 $,Mont-St-Hilaire,Montérégie (Rive-Sud Montréal),2,1,,3,850 pi²,,"1 840,22 $","155,39 $",,
"3810, chemin Sainte-Foy",1 195 000 $,Ste-Foy,Québec Rive-Nord,5,,1,2,2 100 pi²,,"4 681,00 $","418,00 $","2 000,00 $","2 700,00 $"
"30, rue Gagné",650 000 $,Sutton,Estrie,2,,1,1,1 868 pi²,,"3 548,22 $","336,23 $","1 000,00 $","1 000,00 $"
"78, rue de l'Iris",675 000 $,Mont-Tremblant,Laurentides,2,1,,,,,"3 396,00 $","275,00 $",,
Unité 1408 - 60 rue de l'Éclipse,717 444 $,Brossard,Montérégie (Rive-Sud Montréal),2,,,1,935 pi²,,,,,
"103, chemin Val-Nature",599 999 $,Val-Des-Bois,Outaouais,2,,,1,1 200 pi²,,,,,
,530 000 $Prix de vente fourni par le vendeur à DuProprio.,St-Jean-sur-Richelieu (St-Jean-sur-Richelieu),Montérégie (Rive-Sud Montréal),7,,,,,,,,,
"29, Place Burke",995 000 $,Rouyn-Noranda,Abitibi-Témiscamingue,4,,,2,4 531 pi²,,"7 020,92 $","656,44 $","4 846,90 $","3 651,50 $"
"139, rue de Cognac",599 000 $,Gatineau (Gatineau),Outaouais,3,,,2,1 200 pi²,,"3 270,00 $","243,00 $",,
"4, rue Leclerc",429 000 $,Shannon,Québec Rive-Nord,4,,,2,6 500 pi²,,"2 500,00 $","350,00 $","2 700,00 $","220,00 $"
"2920, rue de la Concession",320 000 $,Drummondville (Drummondville),Centre-du-Québec,2,1,1,2,1 304 pi²,,"2 146,08 $","172,65 $",,
"102-991, rue du Violoneux",485 000 $,Bromont,Estrie,2,,,3,1 186 pi²,,"3 056,09 $","263,55 $","392,00 $",
"15, chemin du Barrage",550 000 $,St-André-Avellin,Outaouais,5,1,,1,1 230 pi²,,"4 124,35 $","315,96 $","3 000,00 $",
chemin de Mille-Îles,165 000 $,Mille-Isles,Laurentides,,,,,,,"425,91 $","23,22 $",,
rue de la Cédrière,99 000 $,Valcourt,Estrie,,,,,,,,,,
"9, 12e Rue",230 000 $,L'Islet,Chaudière-Appalaches,5,,,1,1 044 pi²,,,,,
"1113, rue des Martins-Pêcheurs",395 000 $,Degelis,Bas-Saint-Laurent,2,,1,3,2 000 pi²,,"3 624,66 $","230,00 $","1 200,00 $","1 250,00 $"
"1650, rue Delage",679 000 $,Boisbriand,Laurentides,5,,,1,"1,558.18 pi²",,"3 582,30 $","371,88 $","3 600,00 $",
"395, rang Sainte-Cécile",1 200 000 $,St-David,Montérégie (Rive-Sud Montréal),,,,,,,,,,
"5, avenue de la Perdrix",27 000 $,L'Islet,Chaudière-Appalaches,,,,,,,,,,
"401-25, rue des Émeraudes",418 000 $,Repentigny (Repentigny),Lanaudière,2,1,,1,1 100 pi²,,"2 233,14 $","190,64 $","819,64 $","282,00 $"
"986, Chemin du Belvédère",599 000 $,Ste-Adèle,Laurentides,5,,1,3,3 000 pi²,,,,,
"1931, chemin Fontaine",599 000 $,Weedon,Estrie,3,1,1,2,1 335 pi²,,"3 236,76 $","239,71 $","1 348,64 $",
"1304, rue Mansourati",362 000 $,Sherbrooke (Rock Forest),Estrie,2,1,1,2,1 400 pi²,,,"171,00 $","1 200,00 $","700,00 $"
"8009, route 315",425 000 $,Mulgrave-Et-Derry,Outaouais,2,1,,2,900 pi²,,"1 745,00 $","183,00 $",,
rue des Saphirs,499 900 $,Ste-Sophie,Laurentides,2,1,,1,1 212 pi²,,,,,
Chemin du Christ-Roi,499 900 $,Chateauguay,Montérégie (Rive-Sud Montréal),3,1,1,2,1 425 pi²,,,,,
"261, rue Auclair",599 999 $,Ste-Brigitte-De-Laval,Québec Rive-Nord,3,1,1,1,37.01x31.00 pi,,,,,
